product_id,product_name,product_category,warehouse_id,warehouse_location,product_price,product_sales_quantity,month,year,Is_sales_caused_by_social_trend,Is_other_fators_caused_sales,factors_of_sales
P0181,Kitchen Appliances,Home & Garden,W3,Chicago,253.6168225488707,66,5,2022,0,1,"Weather Impact, Product Launch"
P0013,Kitchen Appliances,Home & Garden,W2,Los Angeles,265.48069328139314,133,1,2022,0,1,"Competitor Activity, Marketing Campaign"
P1151,Yoga Mat,Sports Equipment,W4,Miami,283.7013328363672,113,5,2024,0,0,Holiday Season
P0631,Yoga Mat,Sports Equipment,W4,Miami,289.5206837687199,151,4,2023,0,0,Seasonal Demand
P0977,Laptop,Electronics,W3,Chicago,410.2851626968501,85,1,2024,0,0,Holiday Season
P1244,Garden Tools,Home & Garden,W1,New York,331.3228789131598,96,8,2024,0,0,Local Event
P1238,Fitness Tracker,Sports Equipment,W5,Seattle,296.8193427914722,80,7,2024,0,0,"Holiday Season, Price Discount, Local Event"
P0650,T-shirt,Clothing,W2,Los Angeles,166.9536230469939,142,5,2023,1,0,"Price Discount, Marketing Campaign"
P0730,T-shirt,Clothing,W2,Los Angeles,173.14126383447942,89,7,2023,0,1,"Price Discount, Weather Impact, Competitor Activity"
P0774,Fitness Tracker,Sports Equipment,W2,Los Angeles,279.72953657795534,57,8,2023,0,0,Competitor Activity
P1237,Kitchen Appliances,Home & Garden,W5,Seattle,296.78518880298685,111,7,2024,0,0,"Product Launch, Holiday Season"
P1327,Yoga Mat,Sports Equipment,W1,New York,278.9698507142479,75,10,2024,0,0,"Weather Impact, Holiday Season, Marketing Campaign"
P0756,Garden Tools,Home & Garden,W5,Seattle,314.40873071142164,116,7,2023,1,0,Holiday Season
P0988,Garden Tools,Home & Garden,W4,Miami,269.5682439886928,123,1,2024,0,0,"Price Discount, Marketing Campaign, Seasonal Demand"
P0039,Yoga Mat,Sports Equipment,W5,Seattle,244.0152493739601,81,1,2022,1,0,"Holiday Season, Local Event, Marketing Campaign"
P1325,Kitchen Appliances,Home & Garden,W1,New York,280.42749501253286,79,10,2024,0,0,"Price Discount, Holiday Season, Seasonal Demand"
P0613,Kitchen Appliances,Home & Garden,W2,Los Angeles,249.81108383386464,112,4,2023,0,0,"Weather Impact, Marketing Campaign, Holiday Season"
P1365,Kitchen Appliances,Home & Garden,W1,New York,255.78812221527116,62,11,2024,1,0,Competitor Activity
P0873,Laptop,Electronics,W5,Seattle,481.7468342196193,55,10,2023,0,0,"Marketing Campaign, Product Launch, Price Discount"
P0744,Smartphone,Electronics,W4,Miami,446.4425390293635,66,7,2023,1,0,Seasonal Demand
P0644,Garden Tools,Home & Garden,W1,New York,254.37145581831015,96,5,2023,0,0,"Local Event, Seasonal Demand"
P0168,Smartphone,Electronics,W2,Los Angeles,408.1550283109528,156,5,2022,1,0,"Local Event, Seasonal Demand"
P0964,Garden Tools,Home & Garden,W1,New York,274.643248412484,111,1,2024,1,0,"Local Event, Seasonal Demand, Product Launch"
P0375,Yoga Mat,Sports Equipment,W2,Los Angeles,231.89756302937613,74,10,2022,0,1,Local Event
P0970,T-shirt,Clothing,W2,Los Angeles,213.09369322901182,107,1,2024,0,0,"Price Discount, Local Event"
P1172,Garden Tools,Home & Garden,W2,Los Angeles,315.8176232420002,65,6,2024,0,0,Product Launch
P0089,Laptop,Electronics,W2,Los Angeles,494.44298503238986,131,3,2022,1,1,"Product Launch, Local Event, Holiday Season"
P0316,Garden Tools,Home & Garden,W5,Seattle,289.0743533297124,61,8,2022,0,0,"Marketing Campaign, Price Discount, Holiday Season"
P1283,Jeans,Clothing,W1,New York,160.7816677935347,61,9,2024,0,1,Competitor Activity
P0768,Smartphone,Electronics,W2,Los Angeles,468.41634974318146,71,8,2023,0,0,"Competitor Activity, Seasonal Demand, Weather Impact"
P0124,Garden Tools,Home & Garden,W1,New York,267.352219505033,115,4,2022,1,0,Local Event
P1252,Garden Tools,Home & Garden,W2,Los Angeles,254.07698267548736,62,8,2024,1,0,Marketing Campaign
P0582,Fitness Tracker,Sports Equipment,W3,Chicago,249.26180939928696,131,3,2023,1,0,Product Launch
P0919,Yoga Mat,Sports Equipment,W5,Seattle,214.01131757664527,114,11,2023,0,0,"Marketing Campaign, Seasonal Demand"
P1087,Yoga Mat,Sports Equipment,W1,New York,216.70339460920752,104,4,2024,0,0,"Marketing Campaign, Competitor Activity"
P0743,Yoga Mat,Sports Equipment,W3,Chicago,250.27203900924792,125,7,2023,0,0,Product Launch
P0653,Kitchen Appliances,Home & Garden,W2,Los Angeles,329.4527369021196,124,5,2023,0,0,"Competitor Activity, Marketing Campaign, Weather Impact"
P1290,T-shirt,Clothing,W2,Los Angeles,191.75386209612768,84,9,2024,1,1,Competitor Activity
P1026,T-shirt,Clothing,W4,Miami,228.96341207914506,110,2,2024,0,0,"Holiday Season, Price Discount"
P1284,Garden Tools,Home & Garden,W1,New York,279.175356989279,50,9,2024,1,0,"Holiday Season, Local Event, Competitor Activity"
P1398,Fitness Tracker,Sports Equipment,W5,Seattle,261.714498660403,148,11,2024,0,0,Competitor Activity
P0153,Laptop,Electronics,W5,Seattle,497.89055205551267,118,4,2022,0,0,"Local Event, Marketing Campaign"
P0899,Jeans,Clothing,W3,Chicago,166.84068246835744,73,11,2023,0,0,Price Discount
P1237,Kitchen Appliances,Home & Garden,W5,Seattle,296.78518880298685,111,7,2024,0,0,"Product Launch, Holiday Season"
P1155,Jeans,Clothing,W5,Seattle,220.21733116461127,88,5,2024,0,0,Seasonal Demand
P0693,Kitchen Appliances,Home & Garden,W2,Los Angeles,269.08916788980963,98,6,2023,0,0,Price Discount
P0828,Garden Tools,Home & Garden,W4,Miami,328.5001497731698,85,9,2023,1,0,"Product Launch, Holiday Season, Price Discount"
P0155,Jeans,Clothing,W5,Seattle,179.36442172092003,98,4,2022,1,0,Competitor Activity
P1157,Kitchen Appliances,Home & Garden,W5,Seattle,345.7044911038714,133,5,2024,0,0,"Price Discount, Marketing Campaign"
P0430,Fitness Tracker,Sports Equipment,W4,Miami,214.2991682052836,66,11,2022,1,0,"Weather Impact, Holiday Season"
P1031,Yoga Mat,Sports Equipment,W4,Miami,259.6269878482053,87,2,2024,0,0,"Weather Impact, Marketing Campaign"
P0019,Jeans,Clothing,W3,Chicago,183.29833121584335,94,1,2022,0,1,"Marketing Campaign, Local Event"
P0712,Smartphone,Electronics,W5,Seattle,494.31523771003174,97,6,2023,0,0,"Local Event, Weather Impact"
P0118,Fitness Tracker,Sports Equipment,W5,Seattle,289.2558998489978,120,3,2022,0,0,"Price Discount, Seasonal Demand"
P0130,T-shirt,Clothing,W2,Los Angeles,193.3928802519023,128,4,2022,0,0,"Product Launch, Local Event, Marketing Campaign"
P1082,T-shirt,Clothing,W1,New York,193.40646206279428,85,4,2024,0,0,"Competitor Activity, Local Event, Weather Impact"
P0961,Laptop,Electronics,W1,New York,520.6304218932776,128,1,2024,0,1,Price Discount
P0610,T-shirt,Clothing,W2,Los Angeles,163.14497118728792,131,4,2023,1,1,"Local Event, Seasonal Demand, Holiday Season"
P1195,Jeans,Clothing,W5,Seattle,229.7229444921901,105,6,2024,0,0,Weather Impact
P0269,Kitchen Appliances,Home & Garden,W4,Miami,275.2310213117392,110,7,2022,0,1,"Local Event, Weather Impact, Holiday Season"
P1339,Jeans,Clothing,W3,Chicago,162.4522001764645,77,10,2024,0,0,Product Launch
P0903,Yoga Mat,Sports Equipment,W3,Chicago,258.3041560969692,74,11,2023,0,0,"Price Discount, Local Event"
P0897,Laptop,Electronics,W3,Chicago,579.267163704224,94,11,2023,0,0,Marketing Campaign
P0518,Fitness Tracker,Sports Equipment,W5,Seattle,298.72761293149443,101,1,2023,0,0,Marketing Campaign
P1148,Garden Tools,Home & Garden,W4,Miami,342.06980749130906,127,5,2024,1,0,Marketing Campaign
P0897,Laptop,Electronics,W3,Chicago,579.267163704224,94,11,2023,0,0,Marketing Campaign
P1086,Fitness Tracker,Sports Equipment,W1,New York,261.34113892107075,121,4,2024,0,1,"Local Event, Seasonal Demand, Product Launch"
P1426,T-shirt,Clothing,W4,Miami,160.39519847475276,91,12,2024,0,0,Competitor Activity
P1372,Garden Tools,Home & Garden,W2,Los Angeles,342.5262112043495,77,11,2024,1,1,"Seasonal Demand, Marketing Campaign, Local Event"
P0222,Fitness Tracker,Sports Equipment,W3,Chicago,209.36747678280923,130,6,2022,0,0,Local Event
P0451,Jeans,Clothing,W2,Los Angeles,204.6723399788644,94,12,2022,0,0,"Seasonal Demand, Marketing Campaign"
P0410,T-shirt,Clothing,W2,Los Angeles,185.5450910072332,69,11,2022,0,0,"Holiday Season, Local Event"
P1117,Kitchen Appliances,Home & Garden,W5,Seattle,345.2953035156456,143,4,2024,1,1,"Marketing Campaign, Local Event"
P1045,Kitchen Appliances,Home & Garden,W1,New York,313.90358258187655,124,3,2024,1,0,"Product Launch, Holiday Season, Seasonal Demand"
P0636,Garden Tools,Home & Garden,W5,Seattle,303.9140719746028,98,4,2023,0,1,"Competitor Activity, Weather Impact, Price Discount"
P0108,Garden Tools,Home & Garden,W4,Miami,267.4557798589947,106,3,2022,0,0,"Competitor Activity, Seasonal Demand, Price Discount"
P0163,Jeans,Clothing,W1,New York,202.8619747259807,122,5,2022,0,0,"Price Discount, Marketing Campaign, Holiday Season"
P0218,T-shirt,Clothing,W3,Chicago,211.9706319237772,81,6,2022,1,0,Product Launch
P0227,Jeans,Clothing,W4,Miami,191.44781797334082,93,6,2022,0,0,Marketing Campaign
P1084,Garden Tools,Home & Garden,W1,New York,353.3678426749692,157,4,2024,0,0,"Competitor Activity, Marketing Campaign"
P1059,Jeans,Clothing,W3,Chicago,210.2004370574696,94,3,2024,0,0,Product Launch
P0128,Smartphone,Electronics,W2,Los Angeles,401.3904261062381,150,4,2022,1,1,"Competitor Activity, Product Launch"
P0105,Laptop,Electronics,W4,Miami,449.858445829775,137,3,2022,0,0,"Local Event, Competitor Activity, Marketing Campaign"
P1055,Yoga Mat,Sports Equipment,W2,Los Angeles,235.07118154517102,142,3,2024,0,0,"Product Launch, Local Event"
P0003,Jeans,Clothing,W1,New York,207.89267873576293,114,1,2022,0,0,Seasonal Demand
P0891,Jeans,Clothing,W2,Los Angeles,228.45571744850287,75,11,2023,1,0,Marketing Campaign
P0875,Jeans,Clothing,W5,Seattle,172.49220778929524,99,10,2023,0,0,"Marketing Campaign, Holiday Season, Price Discount"
P1394,T-shirt,Clothing,W5,Seattle,186.9602541145029,83,11,2024,0,1,"Weather Impact, Marketing Campaign"
P0934,Fitness Tracker,Sports Equipment,W2,Los Angeles,217.16792858483035,89,12,2023,0,0,"Product Launch, Price Discount"
P0068,Garden Tools,Home & Garden,W4,Miami,248.9460772415725,83,2,2022,0,0,"Marketing Campaign, Product Launch"
P1418,T-shirt,Clothing,W3,Chicago,196.17592226267482,108,12,2024,0,0,"Seasonal Demand, Holiday Season, Product Launch"
P0402,T-shirt,Clothing,W1,New York,200.42018979582855,67,11,2022,0,0,"Competitor Activity, Holiday Season, Price Discount"
P1112,Smartphone,Electronics,W5,Seattle,444.7635229645246,110,4,2024,1,1,"Weather Impact, Seasonal Demand"
P0945,Laptop,Electronics,W4,Miami,402.1991657316961,93,12,2023,0,1,"Competitor Activity, Marketing Campaign, Local Event"
P0673,Laptop,Electronics,W5,Seattle,504.9022779140509,108,5,2023,0,0,Price Discount
P0302,Fitness Tracker,Sports Equipment,W3,Chicago,254.06351216101064,109,8,2022,0,0,"Marketing Campaign, Competitor Activity, Holiday Season"
P1276,Garden Tools,Home & Garden,W5,Seattle,269.04540190350326,83,8,2024,0,0,"Product Launch, Local Event, Price Discount"
P0314,T-shirt,Clothing,W5,Seattle,226.87840964097646,75,8,2022,1,1,Price Discount
P0802,T-shirt,Clothing,W1,New York,206.10306881334506,114,9,2023,0,0,"Local Event, Weather Impact, Competitor Activity"
P0673,Laptop,Electronics,W5,Seattle,504.9022779140509,108,5,2023,0,0,Price Discount
P1286,Fitness Tracker,Sports Equipment,W1,New York,208.78664991448332,78,9,2024,1,0,"Holiday Season, Competitor Activity"
P0179,Jeans,Clothing,W3,Chicago,171.00167553167947,120,5,2022,0,0,Marketing Campaign
P0046,Fitness Tracker,Sports Equipment,W1,New York,231.1711076089411,150,2,2022,1,0,"Seasonal Demand, Marketing Campaign, Weather Impact"
P0539,Jeans,Clothing,W3,Chicago,170.3327532121196,137,2,2023,1,0,"Competitor Activity, Local Event, Seasonal Demand"
P0101,Kitchen Appliances,Home & Garden,W3,Chicago,316.36924935165365,154,3,2022,1,0,Price Discount
P0076,Garden Tools,Home & Garden,W5,Seattle,332.5524416023135,97,2,2022,1,0,Marketing Campaign
P0165,Kitchen Appliances,Home & Garden,W1,New York,340.23629947070856,103,5,2022,0,1,"Seasonal Demand, Marketing Campaign, Competitor Activity"
P0940,Garden Tools,Home & Garden,W3,Chicago,272.88662648246475,93,12,2023,0,1,"Weather Impact, Holiday Season"
P0468,Garden Tools,Home & Garden,W4,Miami,266.8315006223343,67,12,2022,1,0,"Marketing Campaign, Seasonal Demand, Weather Impact"
P0897,Laptop,Electronics,W3,Chicago,579.267163704224,94,11,2023,0,0,Marketing Campaign
P0757,Kitchen Appliances,Home & Garden,W5,Seattle,304.01533103715855,56,7,2023,0,0,"Competitor Activity, Weather Impact, Price Discount"
P0267,Jeans,Clothing,W4,Miami,216.19872671896874,85,7,2022,0,0,"Weather Impact, Competitor Activity"
P0143,Yoga Mat,Sports Equipment,W3,Chicago,230.08783098167697,133,4,2022,0,0,"Product Launch, Local Event, Weather Impact"
P0290,T-shirt,Clothing,W2,Los Angeles,162.44001999512395,106,8,2022,1,1,"Competitor Activity, Weather Impact"
P0528,Smartphone,Electronics,W2,Los Angeles,411.2750993301854,98,2,2023,0,1,Price Discount
P1131,Jeans,Clothing,W2,Los Angeles,199.67005880630168,123,5,2024,0,1,"Competitor Activity, Seasonal Demand, Marketing Campaign"
P0841,Laptop,Electronics,W1,New York,532.7074744033421,81,10,2023,0,0,Local Event
P0742,Fitness Tracker,Sports Equipment,W3,Chicago,274.7609380176251,77,7,2023,0,0,Marketing Campaign
P0447,Yoga Mat,Sports Equipment,W1,New York,275.3378185258942,107,12,2022,0,0,Competitor Activity
P0972,Garden Tools,Home & Garden,W2,Los Angeles,327.9086516652301,110,1,2024,0,0,"Price Discount, Competitor Activity"
P0380,Garden Tools,Home & Garden,W3,Chicago,254.17977931459873,52,10,2022,0,0,"Seasonal Demand, Local Event, Price Discount"
P1100,Garden Tools,Home & Garden,W3,Chicago,246.94112118760756,111,4,2024,0,0,"Product Launch, Seasonal Demand, Local Event"
P0462,Fitness Tracker,Sports Equipment,W3,Chicago,274.60448792654233,115,12,2022,1,0,Competitor Activity
P0234,T-shirt,Clothing,W5,Seattle,175.61943902384357,108,6,2022,0,1,Seasonal Demand
P0498,T-shirt,Clothing,W3,Chicago,237.95158461329333,112,1,2023,0,0,Local Event
P0049,Laptop,Electronics,W2,Los Angeles,436.9708911051054,162,2,2022,0,0,"Price Discount, Marketing Campaign"
P0144,Smartphone,Electronics,W4,Miami,456.9680988754935,77,4,2022,0,0,"Holiday Season, Marketing Campaign"
P0519,Yoga Mat,Sports Equipment,W5,Seattle,215.04168911035282,135,1,2023,0,0,"Weather Impact, Price Discount"
P0605,Kitchen Appliances,Home & Garden,W1,New York,295.2934521639271,134,4,2023,0,0,"Competitor Activity, Seasonal Demand"
P1393,Laptop,Electronics,W5,Seattle,503.95478971120355,109,11,2024,0,0,"Weather Impact, Holiday Season"
P1325,Kitchen Appliances,Home & Garden,W1,New York,280.42749501253286,79,10,2024,0,0,"Price Discount, Holiday Season, Seasonal Demand"
P1096,Smartphone,Electronics,W3,Chicago,444.09724181403504,98,4,2024,0,0,Local Event
P0867,Jeans,Clothing,W4,Miami,174.55425043962168,74,10,2023,0,1,"Seasonal Demand, Marketing Campaign"
P1417,Laptop,Electronics,W3,Chicago,424.42198280200535,109,12,2024,1,0,Product Launch
P0592,Smartphone,Electronics,W5,Seattle,436.37601687982897,127,3,2023,1,1,Local Event
P0819,Jeans,Clothing,W3,Chicago,186.81577933167208,74,9,2023,0,0,Weather Impact
P0563,Jeans,Clothing,W1,New York,161.16357325343057,112,3,2023,0,0,"Competitor Activity, Seasonal Demand, Local Event"
P0333,Kitchen Appliances,Home & Garden,W2,Los Angeles,253.92871686082995,103,9,2022,1,0,Seasonal Demand
P0376,Smartphone,Electronics,W3,Chicago,568.9750621938908,87,10,2022,0,0,"Weather Impact, Price Discount, Product Launch"
P1421,Kitchen Appliances,Home & Garden,W3,Chicago,300.8681770426071,77,12,2024,0,1,"Local Event, Marketing Campaign"
P0198,Fitness Tracker,Sports Equipment,W5,Seattle,288.70864242651174,110,5,2022,1,0,Holiday Season
P0324,Garden Tools,Home & Garden,W1,New York,354.58383367958334,97,9,2022,0,0,"Marketing Campaign, Weather Impact, Competitor Activity"
P0836,Garden Tools,Home & Garden,W5,Seattle,349.78150812817205,92,9,2023,0,1,"Competitor Activity, Marketing Campaign, Seasonal Demand"
P0589,Kitchen Appliances,Home & Garden,W4,Miami,258.2283232214753,106,3,2023,0,0,"Weather Impact, Local Event, Marketing Campaign"
P1186,T-shirt,Clothing,W4,Miami,215.03085778406506,83,6,2024,0,0,"Weather Impact, Product Launch, Competitor Activity"
P0525,Kitchen Appliances,Home & Garden,W1,New York,296.24317917539645,137,2,2023,1,1,"Local Event, Holiday Season, Weather Impact"
P0644,Garden Tools,Home & Garden,W1,New York,254.37145581831015,96,5,2023,0,0,"Local Event, Seasonal Demand"
P1317,Kitchen Appliances,Home & Garden,W5,Seattle,327.7907426106398,90,9,2024,1,0,"Weather Impact, Local Event, Marketing Campaign"
P0971,Jeans,Clothing,W2,Los Angeles,234.94637914598064,100,1,2024,0,0,"Product Launch, Competitor Activity, Holiday Season"
P0046,Fitness Tracker,Sports Equipment,W1,New York,231.1711076089411,150,2,2022,1,0,"Seasonal Demand, Marketing Campaign, Weather Impact"
P1187,Jeans,Clothing,W4,Miami,165.42696472841374,110,6,2024,1,0,"Competitor Activity, Local Event"
P0928,Smartphone,Electronics,W2,Los Angeles,526.6956439652295,107,12,2023,0,0,Seasonal Demand
P1220,Garden Tools,Home & Garden,W3,Chicago,354.1036274700492,103,7,2024,0,1,"Local Event, Product Launch, Competitor Activity"
P1241,Laptop,Electronics,W1,New York,555.3193705583483,74,8,2024,0,0,Product Launch
P0702,Fitness Tracker,Sports Equipment,W3,Chicago,233.66042781939205,90,6,2023,0,1,Seasonal Demand
P1068,Garden Tools,Home & Garden,W4,Miami,282.5546589168932,87,3,2024,1,0,"Marketing Campaign, Seasonal Demand, Competitor Activity"
P1407,Yoga Mat,Sports Equipment,W1,New York,280.5670152950053,106,12,2024,0,0,Seasonal Demand
P0658,T-shirt,Clothing,W3,Chicago,211.6733793065281,153,5,2023,1,1,Competitor Activity
P0080,Smartphone,Electronics,W1,New York,572.6206851751188,131,3,2022,0,0,Competitor Activity
P1423,Yoga Mat,Sports Equipment,W3,Chicago,214.83432009620887,81,12,2024,1,1,"Seasonal Demand, Product Launch, Holiday Season"
P0419,Jeans,Clothing,W3,Chicago,220.18996235501442,120,11,2022,0,0,"Product Launch, Price Discount, Local Event"
P0929,Laptop,Electronics,W2,Los Angeles,451.57753708664046,89,12,2023,0,0,"Price Discount, Seasonal Demand"
P0671,Yoga Mat,Sports Equipment,W4,Miami,289.67654246264254,96,5,2023,0,0,Holiday Season
P1237,Kitchen Appliances,Home & Garden,W5,Seattle,296.78518880298685,111,7,2024,0,0,"Product Launch, Holiday Season"
P1167,Yoga Mat,Sports Equipment,W1,New York,250.74677337608364,78,6,2024,0,0,"Holiday Season, Seasonal Demand"
P0026,T-shirt,Clothing,W4,Miami,175.97390257266878,105,1,2022,0,0,Weather Impact
P0774,Fitness Tracker,Sports Equipment,W2,Los Angeles,279.72953657795534,57,8,2023,0,0,Competitor Activity
P0671,Yoga Mat,Sports Equipment,W4,Miami,289.67654246264254,96,5,2023,0,0,Holiday Season
P0177,Laptop,Electronics,W3,Chicago,477.34706926010745,83,5,2022,0,0,"Holiday Season, Weather Impact"
P1377,Laptop,Electronics,W3,Chicago,502.96347078593806,107,11,2024,0,0,"Product Launch, Marketing Campaign"
P0006,Fitness Tracker,Sports Equipment,W1,New York,205.80836121681995,113,1,2022,0,1,Seasonal Demand
P0983,Yoga Mat,Sports Equipment,W3,Chicago,207.51377817358087,116,1,2024,0,0,Product Launch
P0549,Kitchen Appliances,Home & Garden,W4,Miami,332.6782070082767,143,2,2023,0,0,"Local Event, Price Discount"
P0195,Jeans,Clothing,W5,Seattle,187.93676596901287,94,5,2022,1,0,"Seasonal Demand, Weather Impact, Marketing Campaign"
P0487,Yoga Mat,Sports Equipment,W1,New York,228.09631895922303,89,1,2023,0,0,Product Launch
P0484,Garden Tools,Home & Garden,W1,New York,310.117717430772,118,1,2023,0,0,Price Discount
P0682,T-shirt,Clothing,W1,New York,173.67100699120527,62,6,2023,0,1,"Competitor Activity, Price Discount, Seasonal Demand"
P0646,Fitness Tracker,Sports Equipment,W1,New York,259.3592453554049,120,5,2023,1,0,"Price Discount, Local Event"
P0093,Kitchen Appliances,Home & Garden,W2,Los Angeles,307.3532637083395,111,3,2022,0,0,Local Event
P0936,Smartphone,Electronics,W3,Chicago,403.6781353094933,83,12,2023,0,1,"Seasonal Demand, Marketing Campaign, Price Discount"
P0692,Garden Tools,Home & Garden,W2,Los Angeles,300.9132454421346,138,6,2023,0,0,Seasonal Demand
P0809,Laptop,Electronics,W2,Los Angeles,422.64760916815106,67,9,2023,0,1,Holiday Season
P0422,Fitness Tracker,Sports Equipment,W3,Chicago,209.12061030486905,92,11,2022,0,0,"Product Launch, Seasonal Demand"
P0968,Smartphone,Electronics,W2,Los Angeles,513.2809280593794,122,1,2024,0,0,"Product Launch, Marketing Campaign"
P0547,Jeans,Clothing,W4,Miami,213.72585564742397,111,2,2023,1,0,Competitor Activity
P0248,Smartphone,Electronics,W2,Los Angeles,592.7239954178506,79,7,2022,0,0,"Price Discount, Holiday Season"
P0730,T-shirt,Clothing,W2,Los Angeles,173.14126383447942,89,7,2023,0,1,"Price Discount, Weather Impact, Competitor Activity"
P1296,Smartphone,Electronics,W3,Chicago,433.49651645181393,113,9,2024,0,1,Seasonal Demand
P0451,Jeans,Clothing,W2,Los Angeles,204.6723399788644,94,12,2022,0,0,"Seasonal Demand, Marketing Campaign"
P0356,Garden Tools,Home & Garden,W5,Seattle,243.18135726499463,68,9,2022,0,0,"Product Launch, Local Event, Seasonal Demand"
P1319,Yoga Mat,Sports Equipment,W5,Seattle,206.0352083990564,78,9,2024,0,0,"Marketing Campaign, Competitor Activity"
P1381,Kitchen Appliances,Home & Garden,W3,Chicago,286.92978439821127,51,11,2024,1,0,"Marketing Campaign, Price Discount, Competitor Activity"
P1084,Garden Tools,Home & Garden,W1,New York,353.3678426749692,157,4,2024,0,0,"Competitor Activity, Marketing Campaign"
P0182,Fitness Tracker,Sports Equipment,W3,Chicago,292.4693618278563,117,5,2022,0,1,"Marketing Campaign, Competitor Activity, Weather Impact"
P1288,Smartphone,Electronics,W2,Los Angeles,406.6406217582733,61,9,2024,1,0,Weather Impact
